1900, 164.2, 000, 000, 000, 000, 000, 3.669, 000, 000, 095.0, 000, 000, 085.0, 000, 000, 000, 000, 000, 000, 000, 000, 040.1, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, -500.00, -037.50, -140.00, -600.00, 005.00, -050.00, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, ***,
1899, 164.1, 000, 000, 000, 000, 000, 3.535, 000, 000, 094.9, 000, 000, 085.2, 000, 000, 000, 000, 000, 000, 000, 000, 040.0, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, -500.00, -037.50, -140.00, -600.00, 005.00, -050.00, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, ***,
1899, 164.1, 000, 000, 000, 000, 000, 3.767, 000, 000, 095.2, 000, 000, 085.0, 000, 000, 000, 000, 000, 000, 000, 000, 040.0, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, -500.00, -037.50, -140.00, -600.00, 005.00, -050.00, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, ***,
1900, 164.2, 000, 000, 000, 000, 000, 3.641, 000, 000, 095.1, 000, 000, 085.2, 000, 000, 000, 000, 000, 000, 000, 000, 039.9, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, -500.00, -037.50, -140.00, -600.00, 005.00, -050.00, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, ***,
1899, 164.1, 000, 000, 000, 000, 000, 3.586, 000, 000, 094.9, 000, 000, 084.9, 000, 000, 000, 000, 000, 000, 000, 000, 040.1, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, -091.98, -037.50, -140.00, -600.00, 005.00, -050.00, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, ***,
1899, 163.9, 000, 000, 000, 000, 000, 3.505, 000, 000, 095.0, 000, 000, 085.2, 000, 000, 000, 000, 000, 000, 000, 000, 039.9, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, -091.98, -037.50, -140.00, -600.00, 005.00, -050.00, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, ***,
1899, 164.1, 000, 000, 000, 000, 000, 3.651, 000, 000, 095.1, 000, 000, 084.9, 000, 000, 000, 000, 000, 000, 000, 000, 040.1, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, -041.12, -037.50, -140.00, -600.00, 005.00, -050.00, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, ***,
1899, 164.1, 000, 000, 000, 000, 000, 3.587, 000, 000, 095.0, 000, 000, 085.1, 000, 000, 000, 000, 000, 000, 000, 000, 040.0, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, -500.00, -037.50, -140.00, -600.00, 005.00, -050.00, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, ***,
1899, 164.0, 000, 000, 000, 000, 000, 3.579, 000, 000, 095.1, 000, 000, 085.0, 000, 000, 000, 000, 000, 000, 000, 000, 040.2, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, -500.00, -037.50, -140.00, -600.00, 005.00, -050.00, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, ***,
1899, 164.1, 000, 000, 000, 000, 000, 3.551, 000, 000, 095.0, 000, 000, 085.0, 000, 000, 000, 000, 000, 000, 000, 000, 040.0, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, -500.00, -037.50, -140.00, -600.00, 005.00, -050.00, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, ***,
